"CNES";UF;IBGE;"NOME";"LOGRADOURO";"BAIRRO";LATITUDE;LONGITUDE
"0212296";29;290115;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"RUA NESTOR BORGES";"CENTRO";-11,44896;-41,43622
"0212393";29;292030;"CENTRO DE ATENDIMENTO AO COVID 19 MALHADA DE PEDRAS";"RUA COSTA E SILVA";"CENTRO";-14,3871;-41,88043
"0212946";14;140040;"UBS MANOEL GERONIMO";"COMUNIDADE INDIGENA CAMARA";"COMUNIDADE INDIGENA";3,99749;-60,17723
"0558044";31;314390;"SESSAO DE ASSISTENCIA A SAUDE 47 BPM";"RUA JOSE DE FREITAS LIMA JUNIOR";"SAFIRA";-21,13415;-42,37505
"0213012";14;140040;"UBS KAIO JOAO";"COMUNIDADE INDIGENA JACAREZINHO";"COMUNIDADE INDIGENA";3,51217;-59,55236
"0213020";14;140040;"UBS PAJE JOSE GALE";"COMUNIDADE INDIGENA HOMOLOGACAO";"COMUNIDADE INDIGENA";3,96065;-60,42926
"2468360";17;171515;"CENTRO MUNICIPAL DE SAUDE NOVO ALEGRE";"AVN CASTELO BRANCO";"CENTRO";-12,931;-46,574
"0213330";32;320455;"UNIDADE DE ANTENDIMENTO AO COVID 19";"RUA HERMANN MEIRTCHINK";"CENTRO";-20,03234;-40,74152
"0214647";51;510704;"UNIDADE DE APOIO A PACIENTE COM COVID 19";"ESTRADA RURAL SENTIDO CLUBE VINTE";"PRIMAVERA III";-15,528;-54,346
"0215481";52;520410;"CENTRO DE ATENDIMENTO AO COVID19";"AVENIDA BRASIL";"CENTRO";-18,7619;-50,9403
"0215783";50;500060;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"RUA CRISTOVAO COLOMBO";"JARDIM PANORAMA";-23,10523;-55,22042
"0216186";31;315180;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"RUA PARAIBA";"CENTRO";-21,78312;-46,56829
"0217158";25;250157;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO DA COVID 19";"RUA JOSE FERNANDO BARBOSA";"CENTRO";-7,52302;-35,99743
"0217573";52;521150;"CENTRO DE ATENDIMENTO REFERENCIA PARA COVID DE ITUMBIARA";"RUA APARECIDA DO NORTE";"NOVO HORIZONTE";-18,40617;-49,23758
"0217883";25;251000;"CENTRO DE ATENDIMENTO COVID 19";"RUA HERCULANO VIEIRA";"VILA NOVA";-6,9195;-38,32291
"0218243";29;290510;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19 DE CAEM";"AVENIDA OTAVIO MANGABEIRA";"CENTRO";-11,091;-40,435
"0218731";29;293100;"CENTRAL DE ATENDIMENTO AO COVID DE TANHACU";"JOANA ANGELICA";"JUREMA";-14,0251;-41,24673
"0218928";23;231085;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO AO COVID 19";"TRAVESSA RICARDO ALBINO";"CENTRO";-4,028;-38,306
"0219304";29;290395;"CENTRO DE REFERENCIA PARA ENFRENTAMENTO COVID 19";"RUA 13 DE JUNHO";"CENTRO";-14,3698;-40,5156
"3505723";11;110140;"UNIDADE BASICA DE SAUDE DO KM 74";"BR 421 KM 74";"ZONA RURAL";-10,34937;-63,38699
"0219940";31;314225;"ENFRENTAMENTO A COVID 19";"MARCOS VIANA FILHO";"CENTRO";-14,74926;-44,41023
"0220515";43;431850;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"EDGARDO PEREIRA VELHO";"CENTRO";-32,015;-52,042
"0220663";43;430310;"CENTRO DE ATENDIMENTO PARA O ENFRENTAMENTO AO COVID 19";"RUA RONDONIA";"FATIMA";-29,951;-51,094
"0220671";32;320260;"CENTRO DE REFERENCIA COVID 19";"RUA ARTHUR CARDOSO COELHO";"CENTRO";-20,79459;-40,8109
"0207160";24;240810;"USF NOVA ALIANCA";"RUA DA CONSOLACAO";"NOSSA SENHORA DA APR";-5,5194;-35,26114
"0221007";24;241260;"CENTRO DE ATENDIMENTO AS ARBOVIROSES E SINTOMAS GRIPAIS";"RUA GENERAL DANTAS";"CENTRO";-5,89503;-35,7647
"0221139";31;310420;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19 DE ARCOS";"RUA GETULIO VARGAS";"CENTRO";-20,27255;-45,54532
"0222267";29;290080;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO DA COVID 19 TIPO I";"RUA CARAVELAS";"CAJARANA";-17,52637;-39,19639
"0222402";51;510100;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"PRESIDENTE VARGAS";"JARDIM URANIA II";;
"0222682";31;313665;"CENTRO DE ATENDIMENTO A COVID 19";"RUA NARCISO ALVES DA SILVA";"VARGINHA";-19,95436;-44,34144
"0222747";50;500793;"CENTRO DE ENFRENTAMENTO AO COVID DE SONORA MS";"RUA DOS IMIGRANTES";"VALE DO CORRENTES";-17,57863;-54,75651
"0224065";23;230640;"UNIDADE BASICA DE SAUDE MACEIO";"LOCALIDADE DE MACEIO";"MACEIO";-3,59882;-39,60265
"0224235";41;411880;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"AVENIDA CURITIBA";"CENTRO";-23,91553;-52,34398
"2572494";41;410975;"C S DE IBEMA";"RUA PARANAVAI";"CENTRO";-25,1203;-53,00796
"0224308";24;240810;"CENTRO DE ENFRENTAMENTO DO COVID 19 DE NATAL";"AV GUARARAPES";"LAGOA AZUL";-5,72557;-35,26313
"6712746";41;410975;"UNIDADE DE ATENCAO PRIMARIA EM SAUDE DA FAMILIA DE IBEMA";"RUA LARANJEIRAS DO SUL";"NAPOLI";-25,106;-53,012
"3496678";26;261570;"USF DR PAULO RICARDO DA SILVA SANTOS";"RUA IRMA UDELINA KOLTZER";"CENTRO";-7,8379;-38,10205
"0225215";29;292320;"CENTRO COVID BREJINHENSE";"AVENIDA ALMERINDO TEIXEIRA DE ALMIDA";"CENTRO";-12,31916;-42,8902
"0225312";42;421820;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"GERMANO BRANDES";"CENTRO";-26,82562;-49,27256
"0225320";25;250460;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO DA COVID 19";"RUA MANOEL ALVES";"CENTRO";-7,25896;-34,9069
"0180556";29;290520;"CENTRO DE ATENDIMENTO AS SINDROMES GRIPAIS";"RUA 12 DE OUTUBRO";"SANTA RITA";-14,068;-42,47917
"2558572";50;500345;"ESTRATEGIA DE SAUDE DA FAMILIA LAGOA BONITA";"RUA JOSE PATRICIO FILHO";"LAGOA BONITA";-22,276;-54,165
"0227099";11;110014;"CENTRO DE ATENDIMENTO AO COVID";"RUA MATO GROSSO";"SETOR 13";-11,73368;-62,32072
"0227544";51;510675;"CENTRO DE ATENDIMENTO AO COVID 19 DE PONTES E LACERDA";"RUA PEDRO MILAO SANCHES ESQ AV MINAS GERAIS";"CENTRO";-15,226;-59,335
"0228109";43;432150;"CENTRO DE TRIAGEM COVID 19";"CASTELO BRANCO";"CENTRO";-29,33011;-49,74357
"0228214";35;353460;"UNIDADE DE SAUDE DA FAMILIA ZELINDA FERRARESI FRIZON";"R SALGADO FILHO";"VL PARAIZO";-21,79486;-50,88569
"0229377";42;420750;"CAEC INDAIAL";"RUA LEOBERTO LEAL";"TAPAJOS";-26,898;-49,232
"0229636";35;351100;"CENTRO DE ATENDIMENTO COVID";"AVENIDA PRESIDENTE VARGAS";"CENTRO";-20,872;-51,488
"0241245";43;431900;"PREFEITURA MUNICIPAL CENTRO DE ATENDIMENTO COVID";"RUA PROFESSOR FRANCISCO STAWINSKI";"FRANCISCO DONCATTO";-28,97751;-51,07431
"0241563";15;150300;"CENTRO DE ATENDIMENTO COVID 19";"RUA MUIRAQUITA";"MORUMBI";-2,16871;-56,73994
"2431335";26;260790;"UBS ODORICO MELO";"RUA DOIS";"MURIBECA";-8,1021;-34,98314
"3379515";31;312800;"UNIDADE DE SAUDE DA FAMILIA BELA VISTA";"AV GOVERNADOR MILTON CAMPOS";"VERMELHO";-18,76712;-42,92609
"0242977";35;350630;"CENTRO DE ATENDIMENTO COVID";"RUA OLIMPIO DA SILVEIRA";"CENTRO";-23,01699;-49,47439
"0243361";29;292205;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"ERONIDES";"CENTRO";-11,95996;-41,64011
"0245224";42;420710;"CENTRO DE REFERENCIA COVID ILHOTA";"ANGELO TRES";"CENTRO";-26,90245;-48,82694
"0245909";35;351340;"AMBULATORIO COVID 19";"JOAQUIM PRADO";"CENTRO";-22,57;-44,96
"0245917";42;420230;"CENTRO DE TRIAGEM COVID 19 HRBHN";"AVENIDA EGIDIO ABELINO RICHARTZ";"BEIRA RIO";-27,48417;-48,69368
"0246034";42;420230;"CENTRO DE TRIAGEM COVID 19 CEIM CECILIA";"ARCANJO ANTONIO HENRIQUE";"JARDIM JANAINA";-27,53114;-48,64366
"0246379";14;140017;"CENTRO DE COMBATE AO COVID19 CANTA";"AVENIDA RENATO COSTA DE ALMEIDA";"CENTRO";2,61065;-60,60395
"0246409";51;510050;"CENTRO DE ATENDIMENTO AO COVID 19";"AV GETULIO VARGAS";"BELA VISTA";-14,514;-56,483
"0246654";35;351020;"UNIDADE SENTINELA VILA APARECIDA";"AVENIDA ELIAS JORGE DANIEL";"VILA APARECIDA";-24,006;-48,349
"0246883";31;316990;"UNIDADE DE ATENDIMENTO MUNICIPAL COVID 19";"AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK";"CIDADE JARDIM";-21,13382;-42,93796
"0247235";23;230640;"CENTRO DE ATENDIMENTO AO COVID 19 DE ITAPIPOCA";"RUA JOSE PINTO";"CACIMBAS";-3,49653;-39,59729
"0248312";43;432260;"CAR CENTRO DE ATENDIMENTO RESPIRATORIO COVID 19";"TIRADENTES";"CENTRO";-29,60259;-52,19037
"0248401";42;420600;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO DA COVID 19";"RUA ROSENDO JOAQUIM SAGAS";"PALMAS";-27,33176;-48,54509
"0248452";51;510337;"CENTRO DE ATENDIMENTO COVID 19 COTRIGUACU";"AVENIDA 07 DE SETEMBRO";"JARDIM PRIMAVERA";-9,90527;-58,56891
"0249564";24;240810;"CENTRO DE ENFRENTAMENTO DO COVID 19 OESTE";"AVENIDA CORONEL ESTEVAM";"CIDADE DA ESPERANCA";-5,81116;-35,23063
"0251186";33;330455;"CAMIM BANGU";"RUA FRANCISCO REAL";"BANGU";-22,8797;-43,46259
"0251798";51;510515;"CENTRO DE ATENDIMENTO PARA ENFRETAMENTO A COVID 19";"RUA DAS ANDORINHAS";"MODULO 04";-11,378;-58,741
"0252573";35;351220;"SENTINELA UNIDADE DE ATENDIMENTO COVID 19";"RUA DAS ANGELICAS";"DULCE MARIA";-22,33626;-47,17505
"0252867";42;420850;"CENTRO DE ENFRENTAMENTO AO COVID 19 ITUPORANGA";"RUA EMILIO ALTEMBURG";"CENTRO";-27,41681;-49,59728
"0254967";26;260680;"CENTRO DE REFERENCIA PARA COVID 19 IGARASSU";"RUA SAO PAULO";"CRUZ DE REBOUCAS";-7,87437;-34,91249
"5085462";35;354780;"UBS JARDIM SANTO ANDRE";"RUA TOM JOBIM";"JARDIM SANTO ANDRE C";-23,664;-46,538
"0255262";42;420210;"CENTRO DE TRIAGEM COVID19";"RUA MIRANDA COUTINHO";"CENTRO";-26,64476;-48,6864
"0255378";15;150619;"CENTRO DE ATEND ENFRENTAMENTO COVID 19 BR 230 KM 70";"ROD TRANS KM 70";"RURAL";-4,1971;-55,48915
"0257176";25;250077;"CENTRO DE ENFRENTAMENTO A COVID 19 DE APARECIDA";"RUA AGUSTINHA BATISTA";"CENTRO";-6,784;-38,087
"0257982";50;500560;"HOSPITAL DE CAMPANHA COVID 19";"AV NICOLA CANDIA";"JARDIM MONDEGO";-20,241;-56,378
"0258105";35;352115;"CENTRO DE ATENDIMENTO COVID 19";"RUA GERALDINA DUTRA SALVADOR";"JD HABITACIONAL DIVI";-20,65431;-49,38329
"0258474";35;350250;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID19 DE APAREC";"RUA FRANCISCO PEREIRA RANGEL";"SANTA TEREZINHA";-22,847;-45,23
"0258954";15;150670;"CENTRO DE SAUDE PARA ENFRENTAMENTO A COVID 19";"AVENIDA VINICIUS DE FREITAS";"RODOVIARIO";-9,33745;-50,34594
"0259365";24;240050;"CENTRO PARA ENFRENTAMENTO A COVID 19 DE ALEXANDRIA";"RUA LUIS MANICOBA";"CENTRO";-6,413;-38,016
"0259829";43;431850;"CLINICA DOUTOR MODESTO";"CARLOS BULAMARQUE";"CENTRO";-32,015;-52,042
"6783341";52;520310;"ESF OZIEL ALVES PEREIRA";"ASSENTAMENTO OZIEL";"ZONA RURAL";-16,196;-52,545
"0260657";35;353282;"CENTRO COVID 19 NOVA CAMPINA";"RUA PRINCIPAL";"ITAOCA";-24,121;-48,904
"0260770";42;420195;"CENTRO DE TRIAGEM COVID 19";"RUA GUANABARA";"CENTRO";-28,98849;-49,42131
"2190508";31;311860;"UNIDADE BASICA DE SAUDE SAO LUIZ II";"RUA MADEIRAO";"SAO LUIZ";-19,92551;-44,12758
"2190524";31;311860;"UNIDADE BASICA DE SAUDE SAO LUIZ I";"RUA ITUTINGA";"SAO LUIZ";-19,9256;-44,12769
"3025276";35;350360;"PROGRAMA SAUDE DA FAMILIA INTEGRACAO AREIOPOLIS";"RUA MANOEL MARIA CONTENTE";"NHCJOSE ZILLO";-22,67708;-48,66848
"0263877";43;430140;"UNIDADE SENTINELA";"DUQUE DE CAXIAS";"CENTRO";-28,87189;-52,17493
"0264873";42;421950;"AMBULATORIO DE CAMPANHA COVI 19";"DA CONSOLACAO";"CENTRO";-26,88134;-52,41053
"3078183";51;510340;"USF DR FABIO II";"RUA RONDONOPOLIS";"DR FABIO";-15,6385;-56,15739
"0266388";43;430330;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19 CAIBATE";"RUA ADAO SCHNEIDER";"CENTRO";-28,288;-54,638
"0269611";29;290570;"CENTRO DE ATENDIMENTO PARA ENFRENT A COVID 19 DE MONTE GORDO";"RUA SAO BENTO";"MONTE GORDO";-12,66178;-38,12531
"0270253";31;313900;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO DA COVID 19";"RUA BARAO DO RIO BRANCO";"CENTRO";-21,68041;-45,91934
"0270407";31;310460;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO DA COVID 19";"RUA JOSE DE MATOS";"CENTRO";-21,30916;-42,85904
"0271071";26;260600;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19 GARANHUN";"AV RUI BARBOSA";"HELIOPOLIS";-8,88412;-36,48159
"0271950";41;410620;"CENTRO DE ATENDIMENTO AO COVID";"RUA DESEMBARGADOR LAURO LOPES";"CENTRO";-25,67931;-49,53845
"0274380";35;355030;"CENTRO CLINICO JOAO RAMALHO";"RUA JOAO RAMALHO";"PERDIZES";-23,53262;-46,6775
"0275905";21;211280;"CENTRO DE ATENCAO A SAUDE DO IDOSO VIANENSE";"RUA DA VENEZA";"CARECAS";-3,22;-45,004
"3515117";51;510718;"ESF CENTRAL";"AVENIDA PROF ZADARIAS";"CENTRO";-12,93883;-51,82621
"9444149";24;240530;"PSF VI LAGOA DA ONCA";"SITIO LAGOA DA ONCA";"ZONA RURAL";-6,11966;-35,56215
"0217166";31;314800;"USF ALTO LIMOEIRO SILVIA MARIA FERREIRA";"RUA DONA CECY";"ALTO LIMOEIRO";-18,56571;-46,48469
"0163740";43;431410;"UBS CAIS VILA LUIZA PMPF";"RUA GERVASIO ANNES";"VILA LUIZA";-28,27296;-52,41279
"0405396";43;431410;"UBS ESPECIALIDADES PMPF";"RUA URUGUAI";"CENTRO";-28,25888;-52,40914
"0063428";29;292740;"USF SAN MARTIN III";"AV SAN MARTIN";"LIBERDADE";;
"2191334";31;314800;"USF BRASIL DR GERALDO RESENDE LIMA";"PRACA SETE DE SETEMBRO";"BRASIL";-18,59929;-46,53365
"2191644";31;314800;"USF ALVORADA DR JOSE WILSON FERREIRA PIRES";"RUA MODESTO MARQUES FERREIRA";"ALVORADA";-18,56401;-46,52699
"0279617";35;351390;"UNIDADE BASICA DE SAUDE DA FAMILIA ANNA NERY";"JOAQUIM GARCIA";"CENTRO";-21,661;-46,739
"0279722";31;310390;"CENTRO MINICIPAL DE ENFRENTAMENTO AO COVID";"AVENIDA DIVINOPOLIS";"CENTRO";-19,95031;-45,17303
"0280135";24;240810;"CENTRO DE ENFRENTAMENTO DO COVID 19 LESTE";"RUA TRAIRI";"PETROPOLIS";-5,78534;-35,20197
"2196670";31;314810;"UBS SAO VICENTE";"RUA CASSIMIRO SANTOS";"SAO VICENTE";-18,95345;-46,98699
"2446286";32;320150;"USF HONORIO FRAGA CONEGO GEHARD MEYERS";"RUA ANTONIO PERUTTI";"HONORIO FRAGA";-19,5279;-40,66629
"2446316";32;320150;"USF SANTO ANTONIO";"RUA AFONSO CLAUDIO";"SANTO ANTONIO";-19,539;-40,631
"2454610";21;210370;"UNIDADE BASICA DE SAUDE FLAVIO SILVA";"RUA GETULIO VARGAS";"CENTRO";-1,8261;-44,87334
"2454629";21;210370;"UNIDADE BASICA DE SAUDE ALIANCA";"ALIANCA";"ALIANCA";-1,92941;-44,7811
"2454637";21;210370;"UNIDADE BASICA DE SAUDE CURURUPU I E II";"TRAVESSA GONCALVES DIAS";"BAIRRO DE FATIMA";-1,82148;-44,87829
"2454653";21;210370;"UNIDADE BASICA DE SAUDE AQUILES LISBOA";"POVAQUILES LISBOA";"AQUILES LISBOA";-1,72373;-44,79071
"2454661";21;210370;"UNIDADE BASICA DE SAUDE TAPERA DE BAIXO";"TAPERA DE BAIXO";"TAPERA DE BAIXO";-1,83083;-44,70705
"2901927";31;314810;"UBS JARDIM SUL";"RUA TEODORA MARIA DE QUEIROZ";"JARDIM SUL";-18,97558;-46,99881
"0282472";26;260825;"CENTRO DE ATENDIMENTO COVID 19 OSCAR PEIXOTO";"RUA FRANCISCO ALVES";"CENTRO";-8,7072;-36,48914
"0288764";31;313500;"CENTRO DE ATENDIMENTO COVID 19";"RUA TABULEIRO";"CENTRO";-19,64918;-42,75309
"0296805";51;510630;"UNIDADE SENTINELA COVID 19";"RUA ODAIR MARTINS SANTEIRO";"VILA CONCORDIA";-14,43871;-54,05643
"0297100";22;221130;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO DA COVID 19";"EURIPEDES MARTINS";"CENTRO";-6,40233;-41,74215
"0297631";29;292770;"CENTRO DE REFERENCIA COVID 19";"RUA LADEIRA DO SABAO";"TERRA DE CABRAL";-16,278;-39,025
"0298808";29;290530;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO DO COVID 19";"RUA EUCLIDES DA CUNHA";"CENTRO";-11,68704;-41,47493
"0300284";24;240470;"CENTRO DE ATENDIMENTO MUNICIPAL PARA ENFRENTAMENTO DA COVID";"AVENIDA LUIZ GONZAGA";"OLHO DAGUA";-5,51155;-36,86071
"5380278";35;354780;"UBS JARDIM SANTO ALBERTO";"RUA ALMADA";"JARDIM SANTO ALBERTO";-23,63282;-46,4948
"0301906";43;430187;"CENTRO DE ATENDIMENTO AO COVID 19";"SALDANHA MARINHO";"CENTRO";-30,207;-57,555
"0303321";42;421605;"CENTRO DE ATENDIMENTO AO COVID";"R CORONEL MAXIMINIANO ANTONIO DE MORAES";"CENTRO";-27,2642;-50,4423
"0317519";43;431350;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"R SANTOS DUMOND";"CENTRO";-29,89014;-50,26623
"0359661";51;510250;"CENTRAL DE ATENDIMENTO DE COVID 19 CACERES";"AV GETULIO VARGAS";"SANTA ISABEL";-16,071;-57,679
"0373370";35;352530;"UBS JARDIM SAO JOSE";"ANGELO VERONEZI";"JARDIM SAO JOSE";-22,296;-48,558
"0400408";31;316850;"UNIDADE DE SAUDE DA FAMILIA BARTOLOMEU PEREIRA";"BOM SUCESSO";"ZONA RURAL";-20,62746;-42,89452
"0400734";31;313820;"NUCLEO DE ATENDIMENTO BASICO EM SAUDE DA MULHER E DA CRIANCA";"RUA JOSE AUGUSTO AMARAL";"CENTRO";-21,245;-45
"0408441";21;210230;"UNIDADE BASICA DE SAUDE PERINE COSTA SANTOS";"POVOADO COLUNA";"POVOADO COLUNA";-5,62496;-43,76013
"0408468";21;210230;"UNIDADE BASICA DE SAUDE ITAUNA";"POVOADO ITAUNA";"POVOADO ITAUNA";-5,91324;-43,80405
"0409960";43;430890;"BEM CUIDAR COVID19";"PEDRO DALLA CORTE";"SANTO ANDRE";-27,89407;-52,22494
"0410284";51;510790;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"RUA DAS PRIMAVERAS";"JARDIM PRIMAVERA";-11,83714;-55,49541
"3615251";31;314800;"USF VARZEA DR DELIO BORGES DA FONSECA";"RUA OURO PRETO";"VARZEA";-18,59389;-46,52391
"0414697";35;352590;"CLINICA DA FAMILIA NOVO HORIZONTE II";"JOSE RIBEIRO BARBOSA";"ALMERINDA CHAVES";-23,186;-46,884
"0419583";52;520110;"UBS JARDIM ESPERANCA";"RUA UNIAO";"JARDIM ESPERANCA";-16,40838;-48,89071
"0145815";28;280620;"UBS FRANCISCO MARTINS FONTES";"POV ABOBORAS";"ZONA RURAL";-11,12819;-37,49235
"0433284";35;353930;"USF DR FRANCISCO BELLONI";"RUA PANAMA";"VILA ESPERANCA";-21,97127;-47,42547
"0439312";33;330455;"ATTIVO MEDICAL";"RUA VISCONDE DE PIRAJA";"IPANEMA";-22,98012;-43,20179
"0600156";29;291770;"ESF DE JACUNA";"DISTRITO DE JACUNA";"RURAL";-10,2599;-40,19601
"2012863";13;130260;"USF ALMIR PEDREIRA";"RUA LAGOA VERDE";"CRESPO";-3,13846;-59,98678
"2062240";35;350560;"UNIDADE BASICA DE SAUDE III ERNESTO POSSEBOM";"RUA LUIZ MARCARI";"JARDIM JOSE BOMBONAT";-21,19497;-48,15396
"2092883";35;354200;"USF I DE QUINTANA";"AVENIDA MARILIA";"VILA CAMPANTE";-22,07;-50,302
"2092948";35;354200;"USF II DE QUINTANA";"RUA FRANCISCO MELEIRO";"GREGORIO LICORIO";-22,07;-50,302
"2126435";31;310670;"UBS OSVALDO CRUZ VIANOPOLIS";"RODOVIA MG 050";"VIANOPOLIS";-19,94267;-44,23279
"2164043";31;315780;"UNIDADE DE SAUDE CRISTINA";"RUA ANTONIO DE PINHO TAVARES";"CONJUNTO CRISTINA";-19,78253;-43,92059
"2284456";33;330350;"CLINICA DA FAMILIA CABUCU";"AV ABILIO AUGUSTO TAVORA";"CABUCU";-22,76108;-43,4555
"2284227";33;330350;"CLINICA DA FAMILIA ERALDO SARDINHA";"RUA MOTORISTA LUIZ CARLOS GOMES";"CACUIA";-22,732;-43,503
"2284375";33;330350;"CLINICA DA FAMILIA MANOEL REZENDE";"AVENIDA ESTRADA DE FERRO";"AUSTIN";-22,73003;-43,51561
"2284383";33;330350;"CLINICA DA FAMILIA VALVERDE";"AV ABILIO AUGUSTO TAVORA";"VALVERDE";-22,759;-43,451
"2284448";33;330350;"CLINICA DA FAMILIA LINO VILELLA";"RUA 15 DE NOVEMBRO";"CARMARI";-22,72479;-43,45104
"2284529";33;330350;"CLINICA DA FAMILIA DR PEDRO ARUME";"CAMINHO DA PITEIRA";"GRAMA";-22,759;-43,451
"2215179";31;313140;"UNIDADE BASICA DE SAUDE JOSIAS BEZERRA DA SILVA";"RUA TEIXEIRA LOTT";"PADRE CICERO";-18,69184;-49,94835
"0447404";31;317010;"USF ISRAEL JOSE DA SILVA";"RUA JOAO FELICIANO SOBRINHO";"TITA REZENDE";-19,748;-47,932
"2247879";43;431175;"PROGRAMA SAUDE DA FAMILIA II";"RUA PIRAJU";"FAVORINO MARQUES";-29,57888;-55,49043
"0447420";31;317010;"UBS LAZARO MORENO";"RUA OTAVIANO FRANCISCO DA SILVA";"GIRASSOIS IV";-19,748;-47,932
"2330717";15;150060;"UNIDADE DE SAUDE DA FAMILIA PRINCESA DO XINGU";"AGROVILA PRINCESA DO XINGU";"ZONA RURAL";-3,203;-52,206
"2423332";28;280380;"CLINICA DE SAUDE DA FAMILIA MARIANA DIAS DOS SANTOS BARBOSA";"RUA DO CLUBE";"CENTRO";-10,34119;-36,91791
"3902870";16;160021;"PM CUT UBS GURUPORA";"RUA GURUPORA";"CENTRO";0,89819;-50,78255
"0451010";35;355610;"ESTRATEGIA SAUDE DA FAMILIA CENTRAL II";"AVENIDA CAVALIN";"CENTRO";-20,424;-50,0848
"2790246";35;352800;"USF CENTRAL";"J J SOARES DE MACEDO";"CENTRO";-22,502;-48,711
"0451037";35;355610;"ESTRATEGIA SAUDE DA FAMILIA JARDIM YPE II";"AVENIDA ALBERTO JONAS DO LIVRAMENTO";"JARDIM YPE";-20,41345;-50,08292
"2791412";35;352800;"UNIDADE DE SAUDE DA FAMILIA SANTA RITA";"RUA PARAGUAI";"SANTA RITA";-22,51963;-48,7184
"2797216";33;330630;"UBSF SAO CARLOS SATIRO VICENTE PEREIRA";"AV FLORESTAL";"SAO CARLOS";-22,52826;-44,1267
"0302694";31;312510;"ESF AJURUOCA";"RUA PORTUGAL";"VILA ESPERANCA";-22,86244;-46,32757
"2801175";35;351380;"UBS JARDIM RUYCE SAUDE DA FAMILIA";"AV ELDORADO";"JARDIM RUYCE";-23,70783;-46,60632
"4004256";13;130185;"UNIDADE BASICA DE SAUDE DA FAMILIA ANTONIO ALVES DE LIMA";"PRACA CENTRAL";"PARICATUBA";-3,18343;-60,34312
"3703509";29;290730;"ESF FRANCISCO DE AQUINO COSTA";"LOTEAMENTO LEAO";"CENTRO";-12,75988;-39,43583
"7445687";33;330490;"USF RAUL VEIGA";"RUA NEREU RAMOS";"RAUL VEIGA";-22,82771;-42,99284
"0456594";12;120032;"USFR SAUDE DA FAMILIA RIBEIRINHA";"SERINGAL SAO JOSE";"ZONA RURAL";-8,81773;-71,79385
"0457086";43;430460;"UBS IMACULADA CANOAS";"JOSE DE ALENCAR";"RIO BRANCO";-29,918;-51,184
"2021684";16;160005;"PMSN UBS LUCILIANA BASTOS DA SILVA";"DIDIMO FERREIRA BARBOSA";"COLONIA DE AGUA BRAN";0,93895;-51,99447
"2039931";35;353350;"UBS JARDIM SANTA CLARA NOVO HORIZONTE";"RUA URUPES";"SANTA CLARA";-21,4767;-49,21591
"2090597";35;351925;"ESF URBANO IARAS";"RUA ZACARIAS DE OLIVEIRA GRILO";"SAO BENEDITO";-22,87906;-49,15835
"2021692";16;160005;"PMSN UBS MUNICIPAL DA CIDADE DE SERRA DO NAVIO";"RUA A1";"VILA INTERMEDIARIA";0,89903;-52,00634
"2091836";35;355190;"CENTRO DE SAUDE III DE SEVERINIA";"AV CAP ALIPIO DE ALMEIDA";"CENTRO";-20,81142;-48,80679
"2468913";17;171250;"UNIDADE BASICA DE SAUDE MADRE PAULINA MARIANOPOLIS";"RUA ANTONIO NETO";"CENTRO";-9,79694;-49,6531
"2498154";29;292080;"UNIDADE DE SAUDE DO ASSENTAMENTO CAXA";"POVOADO DO CAXA";"CENTRO";-13,00205;-40,53914
"2665573";24;240200;"UNIDADE DE SAUDE DA FAMILIA I BOA PASSAGEM";"AV RUI MARIZ";"BOA PASSAGEM";-6,58531;-36,77619
"2665646";24;240200;"UNIDADE DE SAUDE DA FAMILIA IV WALFREDO GURGEL";"RUA JOAO FRANCISCO DE MEDEIROS";"WALFREDO GURGEL";-6,46092;-37,10988
